"지점명","평균기온","일강수량"
태백,14.6,31.8
태백,14.7,5.4
태백,14.8,5.5
태백,14.8,8.7
태백,15,
태백,15.1,
태백,15.1,2.4
태백,15.2,0
태백,15.2,0
태백,15.3,2.3
태백,15.3,3.5
태백,15.4,
태백,15.4,
태백,15.4,0
태백,15.4,4.9
태백,15.5,13.9
태백,15.7,
태백,15.8,0
태백,15.9,
태백,15.9,
태백,15.9,0
태백,15.9,1.3
태백,16,0
태백,16,2.1
태백,16.1,
태백,16.1,2.4
태백,16.2,0
태백,16.2,3.3
태백,16.3,0.1
태백,16.3,0.7
태백,16.3,4.5
태백,16.4,0.8
태백,16.5,0
태백,16.5,75.4
태백,16.7,1.8
태백,16.8,
태백,16.8,7.1
태백,17,4.2
태백,17.1,
태백,17.1,0
태백,17.1,20.8
태백,17.1,41.4
태백,17.2,4.5
태백,17.3,
태백,17.3,1.9
태백,17.3,6.6
태백,17.5,
태백,17.5,0
태백,17.5,14.3
태백,17.6,12.5
태백,17.6,16
태백,17.7,
태백,17.7,
태백,17.7,0
태백,17.7,0.4
태백,17.7,0.7
태백,17.8,
태백,17.8,0.4
태백,17.9,0.7
태백,18,
태백,18.1,0
태백,18.1,7.4
태백,18.3,
태백,18.3,
태백,18.3,0.6
태백,18.4,
태백,18.4,0
태백,18.4,11.8
태백,18.4,28.3
태백,18.5,
태백,18.5,0
태백,18.5,15.7
태백,18.5,22.1
태백,18.6,19.4
태백,18.8,
태백,18.9,6.5
태백,19,
태백,19,14.7
태백,19.2,
태백,19.2,0
태백,19.3,0
태백,19.4,
태백,19.4,
태백,19.4,0
태백,19.5,
태백,19.6,
태백,19.6,
태백,19.6,36.3
태백,19.7,5.1
태백,19.8,
태백,2,
태백,2.2,0
태백,2.3,
태백,2.3,0
태백,2.4,
태백,2.7,14.1
태백,2.8,0
태백,2.8,1.9
태백,2.9,
태백,2.9,
태백,20.1,
태백,20.1,
태백,20.1,
태백,20.1,0.1
태백,20.1,20.5
태백,20.3,
태백,20.3,
태백,20.4,
태백,20.4,33
태백,20.5,0
태백,20.5,18.4
태백,20.7,
태백,20.8,0
태백,20.9,26.4
태백,21.1,26.5
태백,21.1,5.9
태백,21.2,
태백,21.2,
태백,21.2,
태백,21.2,0
태백,21.2,2.5
태백,21.2,38.5
태백,21.4,2.8
태백,21.6,18.6
태백,21.8,1.2
태백,21.8,6.7
태백,22.2,
태백,22.3,
태백,22.3,
태백,22.4,
태백,22.4,
태백,22.5,0
태백,22.5,39.6
태백,22.6,
태백,22.7,
태백,23,
태백,23,
태백,23.2,
태백,23.3,
태백,23.4,0
태백,23.5,
태백,23.6,0
태백,23.7,5.9
태백,23.9,1.4
태백,24.1,7.1
태백,24.2,
태백,24.4,
태백,24.4,0.2
태백,24.5,
태백,24.6,0.9
태백,25,
태백,25.1,
태백,3,
태백,3.1,0
태백,3.2,
태백,3.2,0
태백,3.3,
태백,3.3,0
태백,3.4,0
태백,3.5,
태백,3.5,0.1
태백,3.6,20.4
태백,3.7,
태백,3.8,
태백,3.9,0
태백,3.9,8.5
태백,4,0
태백,4.1,
태백,4.1,0
태백,4.1,0
태백,4.2,
태백,4.3,
태백,4.4,1.4
태백,4.5,
태백,4.5,0
태백,4.6,
태백,4.7,
태백,4.7,
태백,4.7,
태백,4.8,4.1
태백,4.9,
태백,5,
태백,5.1,
태백,5.1,
태백,5.1,
태백,5.3,
태백,5.4,
태백,5.4,1.2
태백,5.6,
태백,5.6,
태백,5.7,
태백,5.7,
태백,5.7,
태백,5.7,0
태백,5.8,
태백,5.8,
태백,5.8,0
태백,6,11.4
태백,6.4,
태백,6.6,
태백,6.7,0.4
태백,6.8,
태백,6.8,
태백,6.9,0
태백,6.9,0
태백,6.9,0
태백,7,
태백,7,
태백,7.1,
태백,7.2,
태백,7.3,
태백,7.4,
태백,7.4,0
태백,7.5,
태백,7.5,
태백,7.5,
태백,7.6,
태백,7.6,
태백,7.6,17.4
태백,7.6,17.6
태백,7.7,
태백,8.1,
태백,8.2,0
태백,8.3,
태백,8.5,
태백,8.5,4.9
태백,8.6,
태백,8.6,0.1
태백,8.7,
태백,8.8,0
태백,8.9,
태백,8.9,1.2
태백,9,
태백,9,
태백,9,
태백,9.2,2.6
태백,9.4,12.2
태백,9.5,
태백,9.5,0.2
태백,9.6,
태백,9.9,
통영,-0.5,
통영,-0.8,
통영,-1,
통영,-1.2,
통영,-1.4,
통영,-1.6,
통영,-2.1,
통영,-2.4,
통영,-4,
통영,-4.5,
통영,-5.2,0.1
통영,-6.6,
통영,0,
통영,0.2,
통영,0.2,
통영,0.8,
통영,0.8,
통영,0.9,
통영,0.9,
통영,1.2,
통영,1.7,
통영,10,
통영,10.1,
통영,10.2,
통영,10.2,37.8
통영,10.3,
통영,10.3,
통영,10.3,
통영,10.3,16.7
통영,10.4,
통영,10.4,
통영,10.5,
통영,10.5,0.5
통영,10.6,
통영,10.6,
통영,10.6,0
통영,10.6,0.4
통영,10.7,
통영,10.7,
통영,10.7,0.3
통영,10.8,0.3
통영,10.8,41.7
통영,10.9,
통영,11.2,
통영,11.3,
통영,11.3,
통영,11.4,
통영,11.4,
통영,11.4,2.2
통영,11.5,
통영,11.5,13.3
통영,11.9,
통영,11.9,
통영,11.9,
통영,12,
통영,12,
통영,12,30.4
통영,12.1,
통영,12.1,
통영,12.1,
통영,12.1,0
통영,12.2,
통영,12.2,
통영,12.2,16.9
통영,12.3,
통영,12.3,
통영,12.3,
통영,12.6,
통영,12.6,
통영,13.3,
통영,13.4,
통영,13.4,0
통영,13.6,
통영,13.7,
통영,13.7,
통영,13.7,0
통영,13.7,25.1
통영,13.8,
통영,13.8,
통영,13.9,
통영,13.9,31
통영,14,
통영,14,
통영,14,
통영,14,
통영,14,
통영,14.1,
통영,14.1,
통영,14.1,
통영,14.2,
통영,14.3,
통영,14.4,
통영,14.4,5.5
통영,14.5,
통영,14.5,47
통영,14.6,
통영,14.6,
통영,14.8,
통영,14.8,0
통영,14.9,
통영,15,
통영,15,3.8
통영,15.1,14.9
통영,15.2,
통영,15.2,
통영,15.2,5.5
통영,15.3,
통영,15.4,
통영,15.5,
통영,15.8,
통영,15.8,
통영,15.8,
통영,15.9,
통영,16.1,
통영,16.2,
통영,16.2,
통영,16.2,49.7
통영,16.3,
통영,16.4,
통영,16.5,
통영,16.5,
통영,16.8,
통영,16.8,26.7
통영,16.8,36
통영,16.9,
통영,16.9,0
통영,16.9,3.1
통영,16.9,5.3
통영,17,
통영,17.2,0
통영,17.3,
통영,17.3,0
통영,17.4,
통영,17.4,0.1
통영,17.5,
통영,17.9,
통영,18.2,1
통영,18.3,0
통영,18.3,1.4
통영,18.5,1.9
통영,18.7,
통영,18.7,
통영,18.7,
통영,18.8,35.5
통영,19,
통영,19.1,
통영,19.4,19.6
통영,19.5,
통영,19.6,
통영,19.7,
통영,19.9,
통영,2,0
통영,2.1,
통영,2.1,0
통영,2.2,
통영,2.2,
통영,2.4,
통영,2.8,
통영,2.8,
통영,2.9,
통영,20.2,2.9
통영,20.3,
통영,20.4,
통영,20.4,0
통영,20.4,0
통영,20.5,
통영,20.5,2.7
통영,20.6,
통영,20.6,40.5
통영,20.7,
통영,20.7,0.4
통영,20.8,
통영,20.8,
통영,20.9,0.1
통영,21,
통영,21,41.7
통영,21,92.4
통영,21.1,23.2
통영,21.2,0
통영,21.3,
통영,21.3,8.2
통영,21.5,
통영,21.5,
통영,21.6,22.7
통영,21.7,
통영,21.7,0
통영,21.8,
통영,21.8,2.5
통영,21.9,
통영,22,
통영,22,
통영,22,8.3
통영,22.2,
통영,22.2,
통영,22.2,
통영,22.2,0
통영,22.2,1.3
통영,22.2,1.9
통영,22.2,3.6
통영,22.2,5.3
통영,22.3,
통영,22.3,
통영,22.3,
통영,22.3,30.4
통영,22.4,
통영,22.4,0
통영,22.4,42.9
통영,22.5,5.7
통영,22.6,
통영,22.6,
통영,22.6,0
통영,22.7,
통영,22.7,0.3
통영,22.7,0.4
통영,23,
통영,23.3,
통영,23.3,
통영,23.5,
통영,23.6,
통영,23.6,0
통영,23.6,5.2
통영,23.6,52.5
통영,23.7,10.1
통영,23.7,24.3
통영,23.8,
통영,23.8,
통영,23.8,
통영,23.9,
통영,23.9,85.7
통영,24,
통영,24,
통영,24,
통영,24,
통영,24.1,
통영,24.1,0
통영,24.2,
통영,24.2,
통영,24.2,0
통영,24.2,25.1
통영,24.3,
통영,24.4,
통영,24.5,0.3
통영,24.6,56.1
통영,24.7,183.5
통영,24.7,2.9
통영,24.8,0.6
통영,24.8,133
통영,24.9,115.9
통영,25,
통영,25,2.2
통영,25.2,131.9
통영,25.4,0
통영,25.4,4.1
통영,25.5,
통영,25.5,0.6
통영,25.7,
통영,25.7,
통영,25.7,
통영,25.7,
통영,25.7,
통영,25.9,2.2
통영,26,0
통영,26.1,0.7
통영,26.4,
통영,26.5,12
통영,26.7,
통영,26.7,
통영,26.8,0
통영,26.8,0
통영,26.8,1.8
통영,26.9,0
통영,26.9,0
통영,26.9,1.4
통영,27,0
통영,27,11.5
통영,27.1,
통영,27.2,
통영,27.3,
통영,27.3,0
통영,27.4,
통영,27.4,0.1
통영,27.5,29
통영,27.6,
통영,27.7,
통영,27.9,
통영,28,
통영,28.1,
통영,28.1,
통영,28.1,
통영,28.2,
통영,28.2,
통영,28.2,
통영,28.2,0.5
통영,28.4,
통영,28.4,
통영,28.6,0
통영,29.2,
통영,29.8,
통영,29.8,
통영,3.6,
통영,3.6,
통영,3.8,
통영,3.8,
통영,3.9,
통영,30.2,
통영,4.1,
통영,4.3,
통영,4.3,
통영,4.5,
통영,4.5,
통영,4.7,
통영,4.9,
통영,5,
통영,5.1,0
통영,6,
통영,6.1,
통영,6.2,11.6
통영,6.3,
통영,6.4,
통영,6.4,13.9
통영,6.5,
통영,6.6,
통영,6.7,
통영,6.9,
통영,6.9,
통영,7,
통영,7,0.3
통영,7.2,2.4
통영,7.3,
통영,7.5,6
통영,7.6,0.4
통영,7.7,
통영,7.7,
통영,7.7,6.8
통영,7.8,
통영,7.8,
통영,8.1,
통영,8.1,
통영,8.1,
통영,8.2,
통영,8.2,3.8
통영,8.3,
통영,8.5,
통영,8.5,
통영,8.5,
통영,8.7,
통영,8.8,
통영,8.9,
통영,9,9.5
통영,9.1,
통영,9.1,
통영,9.2,
통영,9.2,0
통영,9.2,2
통영,9.3,
통영,9.3,
통영,9.3,
통영,9.4,
통영,9.5,26.4
통영,9.7,0
통영,9.8,0
통영,9.8,0
통영,9.8,12.7
통영,9.9,
통영,9.9,
파주,-0.1,
파주,-0.2,
파주,-0.2,
파주,-0.2,1.1
파주,-0.3,
파주,-0.7,
파주,-0.7,0
파주,-1.2,
파주,-1.2,
파주,-1.2,0.1
파주,-1.3,
파주,-1.5,
파주,-1.6,
파주,-1.7,
파주,-1.9,
파주,-10,0
파주,-10.1,0.8
파주,-10.2,
파주,-10.8,
파주,-11,
파주,-13.1,
파주,-13.5,
파주,-14.8,
파주,-15.6,
파주,-16.3,
파주,-2.1,
파주,-2.2,
파주,-2.2,
파주,-2.2,0.3
파주,-3.1,
파주,-3.6,
파주,-3.6,
파주,-3.8,0.1
파주,-4.1,
파주,-4.2,
파주,-4.7,3.4
파주,-4.8,
파주,-5,7.5
파주,-5.3,
파주,-6,0.8
파주,-6.2,
파주,-6.5,
파주,-6.5,0.4
파주,-6.6,
파주,-6.9,
파주,-6.9,0.1
파주,-7.1,
파주,-7.3,
파주,-7.3,1.4
파주,-7.4,
파주,-7.8,1.7
파주,-7.9,0
파주,-8.3,
파주,-8.6,
파주,-8.6,
파주,-8.8,
파주,-9.7,
파주,0.1,
파주,0.5,
파주,0.6,
파주,0.6,
파주,0.8,
파주,0.8,0.1
파주,1.1,
파주,1.1,
파주,1.1,
파주,1.2,0
파주,1.4,
파주,1.7,
파주,1.8,0.4
파주,10,
파주,10.1,
파주,10.3,
파주,10.4,
파주,10.5,
파주,10.5,0.6
파주,10.7,
파주,10.8,0.2
파주,10.9,
파주,10.9,
파주,10.9,13.7
파주,11,
파주,11,40.9
파주,11.1,
파주,11.1,
파주,11.1,1.3
파주,11.2,
파주,11.3,
파주,11.3,0.3
파주,11.6,
파주,11.6,
파주,11.8,
파주,11.9,
파주,12,
파주,12.1,30.7
파주,12.2,
파주,12.2,48.5
파주,12.4,0
파주,12.5,0
파주,12.7,0.7
파주,12.9,
파주,12.9,
파주,13.2,
파주,13.2,7.5
파주,13.4,
파주,13.5,
파주,13.8,1.9
파주,13.9,2.5
파주,14,
파주,14,1
파주,14,7.5
파주,14.4,13.5
파주,15.1,
파주,15.4,19.7
파주,15.6,16.6
파주,15.8,2.3
파주,15.9,
파주,16,100
파주,16.1,
파주,16.2,
파주,16.2,
파주,16.2,1.3
파주,16.3,
파주,16.4,9.6
파주,16.5,
파주,16.5,2.3
파주,16.5,5.2
파주,17,
파주,17,
파주,17.1,1.5
파주,17.4,
파주,17.4,0
파주,17.4,12.6
파주,17.4,3.7
파주,17.5,
파주,17.5,0.6
파주,17.5,5.2
파주,17.8,
파주,17.8,
파주,18,
파주,18.2,
파주,18.2,15.1
파주,18.3,
파주,18.3,23.5
파주,18.4,
파주,18.6,4.9
파주,18.7,
파주,18.8,0
파주,19,
파주,19,
파주,19,0
파주,19,11.1
파주,19.1,0
파주,19.1,2.9
파주,19.2,0
파주,19.3,
파주,19.3,
파주,19.3,3.8
파주,19.5,0
파주,19.5,1.2
파주,19.6,6.2
파주,19.8,30.6
파주,19.9,
파주,2,0.8
파주,2,4.9
파주,2.2,
파주,2.2,
파주,2.2,
파주,2.2,0.4
파주,2.2,64.8
파주,2.3,
파주,2.4,
파주,2.5,0
파주,2.5,1.2
파주,2.8,
파주,2.9,
파주,20.2,
파주,20.2,4.7
파주,20.4,
파주,20.4,4
파주,20.5,
파주,20.5,18.1
파주,20.6,
파주,20.6,
파주,20.6,0
파주,20.6,3.7
파주,20.7,
파주,20.7,0.1
파주,20.7,20.8
파주,20.8,
파주,20.8,
파주,20.8,0.8
파주,20.8,3.6
파주,20.9,47.2
파주,21,
파주,21,
파주,21,
파주,21,
파주,21,1.3
파주,21.2,46.2
파주,21.3,
파주,21.4,
파주,21.4,1.4
파주,21.4,42.5
파주,21.4,7.9
파주,21.5,1.4
파주,21.6,
파주,21.6,
파주,21.6,0
파주,21.7,
파주,21.8,
파주,21.8,
파주,21.8,
파주,21.9,
파주,21.9,
파주,22,14.3
파주,22.1,0
파주,22.3,
파주,22.3,2.6
파주,22.4,
파주,22.4,
파주,22.4,0.4
파주,22.5,
파주,22.5,72.5
파주,22.6,1.4
파주,22.7,17.2
파주,22.8,
파주,22.9,
파주,23,
파주,23,
파주,23,
파주,23,
파주,23,0
파주,23.1,
파주,23.1,
파주,23.2,
파주,23.5,0.4
파주,23.5,22.7
파주,23.6,
파주,23.6,
파주,24,
파주,24.2,3.1
파주,24.2,4.7
파주,24.3,
파주,24.3,8.9
파주,24.4,0.2
파주,24.5,
파주,24.5,
파주,24.6,
파주,24.7,0
파주,24.7,0
파주,24.7,0.1
파주,24.8,
파주,24.8,
파주,24.8,
파주,24.9,
파주,24.9,
파주,24.9,0
파주,24.9,6.7
파주,25,
파주,25,0.1
파주,25.5,6.2
파주,25.8,11.5
파주,26.1,
파주,26.3,6.5
파주,26.4,
파주,26.4,1.1
파주,26.5,
파주,26.6,
파주,26.7,
파주,26.7,0.1
파주,26.7,2.9
파주,27.2,
파주,27.3,
파주,27.7,
파주,27.8,1.1
파주,27.9,
파주,28,
파주,28.2,
파주,28.2,
파주,28.3,
파주,28.4,
파주,28.4,
파주,28.7,
파주,28.7,
파주,28.8,
파주,3,
파주,3.1,0
파주,3.2,
파주,3.4,1.3
파주,3.5,
파주,3.5,0
파주,3.6,
파주,3.6,
파주,3.8,0
파주,3.9,
파주,3.9,
파주,3.9,
파주,3.9,
파주,4,
파주,4.1,
파주,4.2,1.8
파주,4.3,
파주,4.4,
파주,4.5,
파주,4.5,23.1
파주,4.7,
파주,4.7,0.5
파주,4.8,
파주,4.9,
파주,4.9,
파주,4.9,3.5
파주,5,
파주,5.1,
파주,5.2,
파주,5.3,
파주,5.4,
파주,5.5,
파주,5.6,
파주,5.7,
파주,6,
파주,6.1,
파주,6.1,
파주,6.1,
파주,6.2,
파주,6.3,
파주,6.3,
파주,6.4,
파주,6.5,
파주,6.8,0.3
파주,6.9,0
파주,7,
파주,7.4,
파주,7.4,
파주,7.6,
파주,7.6,
파주,7.7,
파주,7.7,1.1
파주,7.9,
파주,8,
파주,8,
파주,8,0
파주,8.3,19.8
파주,8.4,3.9
파주,8.5,
파주,8.5,
파주,8.5,0.1
파주,8.6,
파주,8.6,
파주,8.6,6
파주,8.7,0
파주,8.8,
파주,9.1,12
파주,9.2,
파주,9.2,0
파주,9.3,
파주,9.3,0.1
파주,9.4,
파주,9.5,
파주,9.5,
파주,9.5,28.3
파주,9.8,2.5
파주,9.8,4.2
파주,9.9,
파주,9.9,
포항,-0.2,
포항,-0.2,0.1
포항,-0.4,
포항,-0.4,0
포항,-0.7,
포항,-1.4,0
포항,-1.6,
포항,-1.6,
포항,-1.9,
포항,-2,
포항,-2.5,
포항,-2.6,
포항,-2.7,
포항,-3,
포항,-3.5,
포항,-3.7,
포항,-3.9,
포항,-4.4,
포항,-6.4,
포항,-7.2,
포항,-7.9,0.2
포항,-9.1,
포항,0.4,0
포항,0.7,
포항,0.8,
포항,1,
포항,1.3,
포항,1.4,
포항,1.6,
포항,1.8,
포항,10,
포항,10,
포항,10,0
포항,10.1,3.5
포항,10.2,
포항,10.2,
포항,10.2,0
포항,10.2,0
포항,10.4,
포항,10.5,
포항,10.5,
포항,10.6,
포항,10.7,
포항,10.9,
포항,10.9,
포항,10.9,
포항,11,
포항,11.1,
포항,11.3,
포항,11.3,0
포항,11.5,
포항,11.6,
포항,11.6,
포항,11.7,4.8
포항,12,
포항,12.1,
포항,12.1,
포항,12.2,0
포항,12.3,
포항,12.3,5.9
포항,12.4,
포항,12.4,
포항,12.4,
포항,12.4,
포항,12.4,
포항,12.6,
포항,12.6,
포항,12.7,
포항,12.7,
포항,12.7,10.9
포항,12.9,
포항,13.1,
포항,13.2,
포항,13.2,1.6
포항,13.4,
포항,13.4,
포항,13.4,
포항,13.4,31.3
포항,13.5,
포항,13.5,10.9
포항,13.6,
포항,13.7,0
포항,13.8,
포항,13.8,0
포항,13.9,
포항,13.9,20.2
포항,14,
포항,14,5.9
포항,14.1,
포항,14.1,
포항,14.2,
포항,14.3,
포항,14.3,2.3
포항,14.4,
포항,14.4,
포항,14.4,9.7
포항,14.5,
포항,14.5,2
포항,14.6,
포항,14.6,
포항,14.6,0
포항,14.7,
포항,14.8,14
포항,14.9,
포항,15.1,
포항,15.1,0.1
포항,15.2,
포항,15.5,
포항,15.6,
포항,15.7,
포항,15.7,
포항,15.7,
포항,15.9,
포항,15.9,
포항,16,
포항,16.2,
포항,16.2,
포항,16.2,0
포항,16.2,2
포항,16.3,0.1
포항,16.4,0
포항,16.4,17.9
포항,16.5,1.1
포항,16.7,
포항,17.1,0
포항,17.1,16.6
포항,17.1,31.7
포항,17.2,
포항,17.2,7.9
포항,17.3,
포항,17.4,
포항,17.7,
포항,17.9,10.8
포항,18.2,3.3
포항,18.3,0
포항,18.6,4.6
포항,18.8,1.7
포항,18.9,29.5
포항,19,0.3
포항,19.1,
포항,19.1,0.1
포항,19.1,2.9
포항,19.1,3.6
포항,19.2,
포항,19.3,1
포항,19.4,0.2
포항,19.5,
포항,19.6,
포항,19.6,
포항,19.6,1.7
포항,19.8,
포항,2.3,
포항,2.4,
포항,2.5,
포항,2.5,
포항,2.7,6.7
포항,2.8,
포항,20,0
포항,20,3.7
포항,20.1,
포항,20.3,0
포항,20.3,8.9
포항,20.5,15.7
포항,20.8,
포항,20.8,
포항,20.8,25.5
포항,20.8,49.3
포항,21,
포항,21,0
포항,21,2.7
포항,21.1,
포항,21.2,
포항,21.2,6.7
포항,21.4,0
포항,21.4,3.6
포항,21.4,56.8
포항,21.5,2.7
포항,21.5,41.1
포항,21.6,
포항,21.6,0
포항,21.8,1.4
포항,21.9,
포항,21.9,
포항,21.9,53.9
포항,22.2,
포항,22.3,
포항,22.3,
포항,22.3,0
포항,22.4,
포항,22.5,
포항,22.5,0
포항,22.5,0.7
포항,22.5,2.4
포항,22.6,
포항,22.7,
포항,22.7,26
포항,22.8,
포항,22.8,0.1
포항,22.8,1.2
포항,22.9,
포항,22.9,0.2
포항,22.9,0.9
포항,22.9,4.8
포항,22.9,5.4
포항,22.9,7.2
포항,23,0
포항,23.1,
포항,23.1,
포항,23.1,
포항,23.1,
포항,23.1,
포항,23.1,0
포항,23.1,14.1
포항,23.1,35
포항,23.1,43.9
포항,23.3,
포항,23.3,2.6
포항,23.5,56.6
포항,23.6,
포항,23.6,0
포항,23.6,0
포항,23.7,
포항,23.7,0
포항,23.8,
포항,23.8,56.2
포항,23.9,1.1
포항,23.9,34.3
포항,24,
포항,24,1.7
포항,24.1,0.1
포항,24.1,12.7
포항,24.1,3.2
포항,24.1,31.1
포항,24.1,36.1
포항,24.1,50.7
포항,24.2,
포항,24.2,
포항,24.2,8.5
포항,24.3,
포항,24.3,0.7
포항,24.3,3
포항,24.4,
포항,24.4,
포항,24.5,
포항,24.5,127.1
포항,24.6,
포항,24.7,21.6
포항,24.8,
포항,24.8,
포항,25,
포항,25.1,
포항,25.2,2.2
포항,25.3,0
포항,25.3,9.8
포항,25.5,18.6
포항,25.5,7.2
포항,25.9,11.2
포항,25.9,33.1
포항,26,
포항,26.1,9.8
포항,26.2,
포항,26.3,0
포항,26.3,1.3
포항,26.6,
포항,26.6,
포항,26.6,
포항,26.8,
포항,26.8,4.5
포항,26.9,
포항,27.1,
포항,27.2,
포항,27.2,0
포항,27.3,
포항,27.3,
포항,27.4,
포항,27.5,
포항,27.6,
포항,27.6,
포항,27.6,0
포항,27.7,
포항,27.8,4
포항,27.9,0.3
포항,28,
포항,28.2,2.6
포항,28.4,18.1
포항,28.5,
포항,29,
포항,29,10
포항,29.1,
포항,29.7,
포항,3,
포항,3.3,
포항,3.3,
포항,3.4,
포항,3.6,
포항,30.1,
포항,30.2,0
포항,30.4,
포항,30.6,
포항,4.5,
포항,4.7,
포항,4.7,
포항,4.8,
포항,4.8,
포항,4.9,
포항,5,
포항,5.3,0
포항,5.5,
포항,5.6,
포항,5.8,
포항,5.9,
포항,6,
포항,6.1,
포항,6.2,
포항,6.3,
포항,6.7,
포항,6.7,
포항,6.7,
포항,6.7,
포항,6.7,
포항,6.8,
포항,6.8,0.5
포항,7.1,
포항,7.1,2
포항,7.2,
포항,7.3,
포항,7.4,1
포항,7.6,0
포항,7.6,9.6
포항,7.7,
포항,8,
포항,8.1,
포항,8.1,
포항,8.1,
포항,8.2,
포항,8.2,0.3
포항,8.2,41.1
포항,8.4,
포항,8.4,0.1
포항,8.4,0.1
포항,8.6,
포항,8.7,1.2
포항,8.8,
포항,8.8,
포항,8.9,
포항,8.9,0
포항,9,
포항,9.1,15.7
포항,9.2,
포항,9.2,11.2
포항,9.3,1.8
포항,9.4,
포항,9.4,
포항,9.5,
포항,9.6,
포항,9.6,
포항,9.6,15.8
포항,9.6,7.2
포항,9.7,
포항,9.7,
포항,9.7,11.6
포항,9.8,
포항,9.8,
포항,9.8,
포항,9.9,25.5
함양군,,5.4
함양군,-0.3,
함양군,-0.3,
함양군,-0.3,
함양군,-0.6,0.9
함양군,-0.7,
함양군,-0.7,0.3
함양군,-0.8,
함양군,-0.9,0
함양군,-1,
함양군,-1.5,
함양군,-1.6,3.6
함양군,-1.9,
함양군,-10.2,
함양군,-2.2,
함양군,-2.2,0.1
함양군,-2.3,
함양군,-2.8,0
함양군,-2.9,
함양군,-3.7,
함양군,-3.9,
함양군,-3.9,0
함양군,-4,
함양군,-4.9,
함양군,-4.9,
함양군,-5,
함양군,-5.5,
함양군,-6.6,
함양군,-8.6,
함양군,-9.1,0
함양군,0,0
함양군,0.1,
함양군,0.1,
함양군,0.1,
함양군,0.4,
함양군,0.4,
함양군,0.7,0.4
함양군,1,
함양군,1.1,
함양군,1.2,
함양군,1.2,1.8
함양군,1.4,
함양군,1.6,
함양군,1.8,
함양군,1.8,0.4
함양군,10,
함양군,10.1,21.6
함양군,10.2,0
함양군,10.2,22.6
함양군,10.3,
함양군,10.4,
함양군,10.5,
함양군,10.5,
함양군,10.5,
함양군,10.7,
함양군,10.7,0
함양군,10.7,12.1
함양군,10.8,
함양군,11.1,
함양군,11.1,
함양군,11.3,
함양군,11.5,
함양군,11.6,
함양군,11.6,
함양군,11.9,
함양군,11.9,4.3
함양군,12,
함양군,12.1,
함양군,12.1,0.8
함양군,12.2,
함양군,12.2,
함양군,12.4,
함양군,12.7,
함양군,12.8,2.1
함양군,12.9,
함양군,12.9,
함양군,13,
함양군,13.2,
함양군,13.2,
함양군,13.2,
함양군,13.2,0.7
함양군,13.2,4.3
함양군,13.5,
함양군,13.6,
함양군,13.6,0.6
함양군,13.8,
함양군,14.8,
함양군,14.9,0.3
함양군,14.9,1.8
함양군,14.9,5.6
함양군,15.2,0.1
함양군,15.2,18.9
함양군,15.3,22.9
함양군,15.5,
함양군,15.6,0.3
함양군,15.6,20.1
함양군,15.8,
함양군,15.8,0.1
함양군,15.9,
함양군,15.9,0.4
함양군,16.1,
함양군,16.2,
함양군,16.3,17
함양군,16.5,
함양군,16.5,
함양군,16.7,
함양군,17,0
함양군,17.1,7.9
함양군,17.2,
함양군,17.3,
함양군,17.5,
함양군,17.5,17.1
함양군,17.6,
함양군,17.6,
함양군,17.6,11.7
함양군,18.5,
함양군,18.7,
함양군,18.8,
함양군,18.8,1
함양군,18.9,
함양군,18.9,
함양군,19.2,
함양군,19.5,13.6
함양군,19.6,
함양군,19.7,
함양군,19.7,
함양군,19.7,0.9
함양군,19.8,
함양군,19.9,
함양군,19.9,17
함양군,2.1,
함양군,2.2,
함양군,2.2,
함양군,2.2,9
함양군,2.4,
함양군,2.9,
함양군,2.9,
함양군,2.9,
함양군,2.9,
함양군,2.9,4.1
함양군,20,0
함양군,20.1,
함양군,20.1,
함양군,20.2,
함양군,20.2,1.5
함양군,20.3,
함양군,20.3,
함양군,20.3,0.3
함양군,20.3,0.4
함양군,20.3,7.3
함양군,20.4,
함양군,20.4,
함양군,20.4,0.8
함양군,20.5,
함양군,20.5,0.5
함양군,20.5,20.5
함양군,20.6,1.1
함양군,20.7,
함양군,20.7,23.1
함양군,20.9,
함양군,20.9,1.9
함양군,21,
함양군,21,0.8
함양군,21,17.2
함양군,21.1,
함양군,21.1,
함양군,21.1,
함양군,21.2,
함양군,21.2,11.2
함양군,21.2,18
함양군,21.2,3.3
함양군,21.3,42
함양군,21.4,
함양군,21.4,40.2
함양군,21.5,0
함양군,21.6,
함양군,21.6,4.4
함양군,21.7,
함양군,21.7,
함양군,21.7,5.4
함양군,21.7,7.4
함양군,21.9,14.6
함양군,21.9,16.5
함양군,22,
함양군,22,0
함양군,22,11.4
함양군,22,4.3
함양군,22.1,23.6
함양군,22.1,36.5
함양군,22.2,
함양군,22.2,
함양군,22.2,2.3
함양군,22.4,
함양군,22.4,33.8
함양군,22.5,
함양군,22.5,7.2
함양군,22.5,7.5
함양군,22.6,
함양군,22.6,12.2
함양군,22.8,
함양군,22.8,
함양군,22.9,
함양군,22.9,21.3
함양군,23.1,
함양군,23.1,
함양군,23.2,
함양군,23.3,0
함양군,23.4,
함양군,23.4,0
함양군,23.4,0
함양군,23.4,0.8
함양군,23.4,14.2
함양군,23.4,75.8
함양군,23.6,
함양군,23.8,
함양군,23.8,
함양군,24.1,23.4
함양군,24.2,
함양군,24.2,
함양군,24.3,
함양군,24.3,7
함양군,24.5,
